text,locale,variations,tags,severity,adjective,adverb,collapseDoubles,filterMode,noun,replacePhonetics,verb,definition,entryIgnores
krapula, fi, , Alcohol-Drug, medium, true, false, true, embeddable, true, true, false, hangover
ducon, fr, , Vulgarity, medium, true, true, true, embeddable, true, true, true, 
ninpu, ja, ninpu, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, laborer; derogatory
fissers, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
juigalpa, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Nicaragua
wypierdalaj, pl, spierdalajcie;wypierdalaj, Vulgarity, severe, false, false, true, nonEmbeddable, false, true, false, "Expression: Fuck off, fuck you"
3ar9, ar, 3ar9;3ar9at;ars;arsat;m3ara9;m3arasen;maras;عرصات;عرصة;عرصه;معرص;معرصين, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pimp
metemelo, es, a meter;introducela;introducemela;metanselo;metemelo;metetelo;metiendoles;metiendome;metiendote;meto, Sexual;Vulgarity, mild, false, false, true, embeddable, false, true, true, , prometer;prometo;prometí
sadomasochist, no, sado;sadomasochisten;sadomasochistene;sadomasochister, Sexual, severe, false, false, false, embeddable, true, false, false, sadomasochist
boulder, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Colorado.
chichota, es, , Microsoft, medium, false, false, true, embeddable, true, true, false, 
sopladores, es, aguayón;banano;bicho;birote;bollo;boniato;brizna;burondanga;butifarra;cabeza;cabezon;cabezón;cacho;camarón;camote;capullo;chile;chizo;chorizo;cogollo;cogollos;cogote;corneta;cornudita;cornuditas;cornudito;cornuditos;coyones;coyos;cuacha;cucuy;cuernitos;cuerno;cíclope;dedo;falo;flaite;forro;fálico;guampas;guampuda;guampudo;huevo;longaniza;mandarria;miembro;nepe;paja;palo;peine;pelón;pichafloja;pichula;pico;pija;pijear;pilin;pilinga;pinchila;pinga;pingo;piola;pito;poia;poias;poronga;poya;poyas;riata;sopladores;tompiates;tranca;verga;ñonga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , banana;bananas
alajuela, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Costa Rica
fuzaketakuchiokikunjane, ja, fuzaketakuchiokikunjane;ふざけた口をきくんじゃねえ;フザケタクチオキクンジャネエ, Vulgarity, high, false, false, true, embeddable, false, true, false, Don't fuck around with me
ripar, pt, , Account, medium, false, false, true, embeddable, false, true, true, 
discothek, de, discotek;discothek;diskotek, PII, medium, false, false, true, embeddable, true, true, false, 
koks, de, coks, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 
pendejitas, es, pendejita;pendejitas;pendejito;pendejitos;pendejo, Microsoft;Vulgarity, medium, false, false, true, embeddable, true, true, false, Stupid person; dumbass; creep
genkaku, ja, genkaku;げんかく;ゲンカク, Alcohol-Drug, medium, false, false, true, embeddable, false, true, false, hallucination
タマブクロ, ja, tamabukuro;たまぶくろ;タマブクロ;玉袋に関する;玉袋の;玉袋の中にある, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, testicle sack; jade bag
hermosillo, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in México
masochisme, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
alcaloide, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
chinquechar, es_MX, , Sexual, medium, false, false, true, nonEmbeddable, false, true, true, To have sex with
merdeuse, fr, merdeuse, Bullying, medium, true, true, true, embeddable, true, true, true, 
haines, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
醜男, ja, buotoko;ぶおとこ;ブオトコ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, a ugly man
bixpo, pt, bispoz;bispu;bixpo;bizpo, Bigotry-Racism, mild, false, false, true, nonEmbeddable, true, true, false, An ordained or consecrated member of the Christian clergy who is generally entrusted with a position of authority
gozlan, ar, ghazal;ghazaleh;gozlan;غزالة;غزلان, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pimp; deer
zane, ar, zane;zanyat;zanyeh;zena;زاني;زانيات;زانية, Sexual;Vulgarity, high, false, false, false, embeddable, false, false, false, adultery 
3人ぷれい, ja, 3人ぷれい;3人プレイ;sanninpurei;さんにんプレイ;サンニンぷれい;サンニンプレイ;三人ぷれい;三人プレイ, Microsoft;Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, Three people playing game; or some kind of activity. Sex involving three people.; three person play
masochiste, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
koff, fi, , Alcohol-Drug, medium, false, true, true, nonEmbeddable, true, true, false, a finnish beer brand
cerete, es, anillaco;anillo de cuero;cachetes;cacoso;caquero;cerete;chicorio;cola;colita;colota;cortachurro;cucu;culon;derrier;flatulento;hoyito;hoyo;metano;mierderal;mierdosa;morondango;nachas;nalga;nalgui;nalguita;pandero;pestilente;petador;pomps;porongas;portapedos;poto;receptaculo;retaguardia;rulacho;tortas;totó;trasero;traste;tushi;tut, Sexual, medium, false, false, true, embeddable, false, true, false, , churro
susitna, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
けんじゅう, ja, kenjuu;けんじゅう;ケンジュウ, Weapons, high, false, false, true, embeddable, false, true, false, pistol; gun
시발년, ko, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
pissiä, fi, , Sexual, medium, false, false, true, embeddable, false, true, true, urinate
ferachio, ja, ferachio;フェラチオ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, felatio; from English
fodidona, pt, fodao;fodasa;fodaso;fodassimo;fodidao;fodidinha;fodidinho;fodidoes;fodidona;fodinha;fodoes, Disney;Microsoft, high, false, false, true, embeddable, true, true, false, 
henagar, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
kichi, ja, kichi;キチ, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, maniac
asozial, de, assozial, Vulgarity, medium, true, true, true, embeddable, false, true, false, 
エビプレイ, ja, ebipurei;えびプレイ;エビプレイ;海老プレイ, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, a type of SM play
contactoffice, es, .com;.es;.mx;.uk;aim;aol;ashortmail;badoo;bing;contactoffice;devianart;e mail;email;fastmail;friendster;gawab;gmail;gmx;google mas;google plus;gugle;hispavista;hotmail;hushmal;icloud;inbox;laposte;latinmail;linkedin;lycos;mail;mix mail;msn;my space;myspace;outlook;pinterest;rediffmail;runbox;sify;slideshare;starmedia;taringa;terra;topmail;tumblr;tumbr;wanadoo;xanga;yahoo;yandez;zoho, PII, mild, false, false, true, embeddable, true, true, false, , bing bong;bingbong
せいこう, ja, seikou;せいこう;セイコウ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, sexual intercourse; coitus
stronzo, it, , Microsoft;Vulgarity, severe, false, false, true, nonEmbeddable, true, true, false, Masculine: asshole; bastard; shit; son of a bitch. Feminine: cunt; cow; bitch. Spiteful woman.
padrote, es, cafiolo;cafisho;carajear;chula;chulo;pachuco;pimp, Sexual, medium, false, false, true, embeddable, false, true, false, 
moukoshou, ja, moukoshou;もうこしょう;モウコショウ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, person with down syndrome; derogatory
bayamón, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Puerto Rico
anchorage, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
tonopah, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Arizona.
carvajal, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
masturbación, es, machacársela;masturbación, Sexual, medium, false, false, true, embeddable, false, true, true, 
batavia, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Nueva York.
アルチュウ, ja, aruchuu;アルチュウ;アル中, Alcohol-Drug, high, false, false, true, embeddable, false, true, false, alcoholic; lush
grávida, pt, , Sexual, medium, true, false, true, embeddable, false, true, false, 
服装倒錯, ja, fukusoutousaku;ふくそうとうさく;フクソウトウサク, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, transvestitism
boceta, pt, bocetao;bocetas;bocetinha;bocetinhas;bocetoes;bocetona;bocetonas;bocetão;bocetões, Disney;Microsoft, high, false, false, true, embeddable, true, true, false, vagina
시발놈, ko, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
embecil, pt, embecil;imbecilóide;imbeciu;inbecil, Bullying, medium, false, false, true, embeddable, true, true, false, Insulting term for someone who is not smart or intelligent. 
sechzig, de, achtzig;dreißig;fünfzig;hundert;neunzig;sechzig;siebzig;veirzig, Numbers, medium, false, false, true, embeddable, false, true, false, "German numbers, 20 through 100"
blok, de, blok, PII, medium, false, false, true, exactMatch, true, true, false, 
longmont, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Colorado.
cogollos, es, aguayón;banano;bicho;birote;bollo;boniato;brizna;burondanga;butifarra;cabeza;cabezon;cabezón;cacho;camarón;camote;capullo;chile;chizo;chorizo;cogollo;cogollos;cogote;corneta;cornudita;cornuditas;cornudito;cornuditos;coyones;coyos;cuacha;cucuy;cuernitos;cuerno;cíclope;dedo;falo;flaite;forro;fálico;guampas;guampuda;guampudo;huevo;longaniza;mandarria;miembro;nepe;paja;palo;peine;pelón;pichafloja;pichula;pico;pija;pijear;pilin;pilinga;pinchila;pinga;pingo;piola;pito;poia;poias;poronga;poya;poyas;riata;sopladores;tompiates;tranca;verga;ñonga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , banana;bananas
fudidus, pt, , Sexual, high, true, false, true, embeddable, false, true, false, 
blog, de, blok, PII, medium, false, false, true, exactMatch, true, true, false, 
fasista, es, anarquista;anarquía;comunista;dictador;fasismo;fasista;gobierno;idelogía;político;socialismo;socialista, Bigotry-Racism, medium, true, false, true, embeddable, true, true, false, 
prichard, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
担ぎ屋, ja, katsugiya;かつぎや;かつぎ屋;カツギヤ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, peddler; derogatory
發翕風, zh, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
política, es, anarquista;anarquía;comunista;dictador;fasismo;fasista;gobierno;idelogía;político;socialismo;socialista, Bigotry-Racism, medium, true, false, true, embeddable, true, true, false, 
blow, fr, , Vulgarity, medium, true, true, true, embeddable, true, true, true, 
děvkách, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
político, es, anarquista;anarquía;comunista;dictador;fasismo;fasista;gobierno;idelogía;político;socialismo;socialista, Bigotry-Racism, medium, true, false, true, embeddable, true, true, false, 
salazar, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
punto, es, , Vulgarity, medium, true, false, false, nonEmbeddable, true, false, false, 
républicain, fr, , Bigotry-Racism, medium, true, true, true, exactMatch, true, true, true, 
putadas, es, cabreada;cabreado;cabrear;cabreo;callejera;cocoya;descojone;emputadas;emputecer;guila;perra;piruja;putadas;putah;putasa;putaza;puterías;putialegre;putilla;putillo;puto;putoh;putona;pvto;talonera;wachiturra;wila;zopenca;zorra;zunga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , zorro
perker, da, pærker, Bullying, high, false, false, false, embeddable, true, true, false, derogative term Middle Eastern person
weirton, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Virginia Occidental.
boceti, pt, boceti;bokete;boketi;boketinho;boketinhos;boketão;boquetes;boquetinho;boquetinhos;boquetão, Microsoft;Sexual, high, false, false, true, embeddable, true, true, false, blowjob
detroit, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
zacatecoluca, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in El Salvidor
virjona, pt, virginha;virginho;virjona;virjão, Sexual, medium, true, false, true, embeddable, false, true, false, 
nachas, es, anillaco;anillo de cuero;cachetes;cacoso;caquero;cerete;chicorio;cola;colita;colota;cortachurro;cucu;culon;derrier;flatulento;hoyito;hoyo;metano;mierderal;mierdosa;morondango;nachas;nalga;nalgui;nalguita;pandero;pestilente;petador;pomps;porongas;portapedos;poto;receptaculo;retaguardia;rulacho;tortas;totó;trasero;traste;tushi;tut, Sexual, medium, false, false, true, embeddable, false, true, false, , churro
camping, de, , PII, medium, false, false, true, embeddable, true, true, false, 
周旋屋, ja, shuusenya;しゅうせんや;シュウセンヤ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, broker; middleman; derogatory
pingucinha, pt, pingucinha;pingucinho;pinguça;pinguçona;pingução, Alcohol-Drug, medium, true, false, true, embeddable, false, true, false, 
вагин, ru, , Vulgarity, high, false, false, true, embeddable, true, true, false, 
aben, da, , Sexual, mild, false, false, false, nonEmbeddable, true, true, false, slang for male genitalia, åben
lortene, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
crucifiquei, pt, crucifica;crucificamos;crucifico;crucifiquei, Bigotry-Racism;Threats, medium, false, false, true, embeddable, false, true, true, to put to death by nailing or binding the hands and feet to a cross
あいのこ, ja, ainoko;あいのこ;アイノコ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, a person of mixed race; derogatory
